AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR
0,61,406,0,0,0,1,26,351,0,0,231
0,2,21,0,0,1,0,0,19,0,0,3
0,0,16,0,0,0,0,0,49,0,0,6
0,0,8,0,0,1,0,0,46,0,0,8
0,12,152,0,0,1,0,39,258,0,0,133
140,85,701,0,1,5,18,68,897,0,1,997
0,11,75,0,1,0,0,16,224,0,1,63
0,256,2160,0,0,1,1,13,2238,0,1,365
0,8,48,0,0,0,0,4,141,0,0,32
0,0,7,0,0,0,0,0,14,0,0,3
0,7,289,0,1,3,0,2,187,0,43,244
0,0,52,0,0,0,0,1,58,0,0,5
1,13,45,0,1,0,0,5,56,0,1,23
3,87,1371,2,0,4,4,2,1975,0,52,270
0,0,13,0,0,0,0,0,5,0,0,5
0,1,48,0,0,0,0,0,138,0,0,6
0,11,47,0,0,0,0,0,84,0,0,8
0,0,5,0,0,0,0,1,5,0,0,2
0,0,12,0,0,0,0,0,38,0,0,56
0,8,45,0,1,0,0,3,61,0,0,7
20,367,3060,0,46,15,5,235,2475,0,3,3209
2,100,1086,0,0,1,2,1,688,0,178,700
0,28,129,0,0,1,0,4,148,0,0,32
1,3,23,0,0,0,0,8,23,0,0,3
0,29,211,0,0,0,0,0,247,0,4,60
0,17,100,0,0,0,0,3,96,0,0,20
0,0,6,0,0,0,0,0,14,0,0,0
0,1,33,0,0,1,0,13,141,0,0,289
0,0,90,0,0,0,0,0,125,0,0,17
0,0,46,0,0,0,0,0,250,0,0,21
0,21,85,0,0,1,0,4,124,0,0,19
0,3,53,0,0,0,0,4,51,0,0,17
0,6,89,0,4,3,0,13,598,0,1,62
0,0,13,0,0,1,0,10,73,0,0,17
0,14,178,0,0,2,0,0,163,0,0,63
0,31,218,0,0,0,0,26,408,0,72,75
0,22,132,0,0,0,0,8,321,0,0,41
0,21,230,0,0,0,0,5,214,0,17,44
0,69,283,10,0,3,0,8,336,0,0,70
0,4,42,0,0,0,0,1,72,0,0,3
0,4,56,0,0,0,0,1,76,0,0,9
0,0,10,0,0,0,0,0,31,0,0,3
0,8,64,0,1,0,1,2,364,0,0,12
0,37,552,1,7,3,0,6,313,0,38,102
0,1,48,0,0,1,0,0,53,0,0,8
0,6,17,0,0,0,0,20,30,0,0,7
0,4,174,0,2,3,0,1,69,0,7,130
0,25,286,0,0,0,0,34,481,0,0,488
0,5,23,0,0,0,0,1,26,0,0,0
0,8,76,0,2,1,0,0,90,0,0,22
0,0,32,0,0,1,0,0,72,0,0,10
0,9,218,0,3,0,0,32,296,0,45,769
0,0,8,0,0,0,0,0,16,0,0,0
5,524,9565,3,23,35,7,46,4715,0,892,4616
0,3,117,0,0,1,0,1,360,0,0,44
0,15,354,0,0,2,0,1,481,0,0,41
0,0,10,0,0,0,0,0,31,0,0,3
0,46,429,0,0,0,0,2,369,0,0,245
0,26,486,0,0,0,3,7,620,0,0,90
0,1,7,0,0,0,0,0,23,0,0,6
0,1,14,0,0,0,0,8,37,0,0,2
0,5,178,0,0,1,0,7,146,0,0,30
0,0,23,0,2,0,0,1,49,0,0,2
1,105,502,0,0,1,0,13,537,0,20,355
0,66,524,0,0,0,0,33,665,0,162,1324
0,3,17,0,0,1,0,3,65,0,0,23
0,5,85,0,0,0,0,1,124,0,0,5
0,0,13,0,0,0,0,0,26,0,0,5
1,12,220,1,5,2,0,3,310,0,8,130
0,35,202,0,0,1,0,1,215,0,0,337
0,36,72,0,0,0,0,3,98,0,0,11
2,30,390,0,0,0,2,1,254,0,0,235
0,11,146,0,0,0,0,20,491,0,0,35
0,0,49,0,0,1,0,1,155,0,1,17
0,2,12,0,0,0,0,2,24,0,0,8
0,75,363,0,0,0,0,2,466,0,0,47
0,2,43,0,0,0,0,1,52,0,0,43
0,82,1169,0,0,0,0,1,549,0,6,797
1,50,1078,0,0,2,2,5,759,0,142,363
0,2,23,0,0,0,0,1,66,0,0,10
0,0,37,0,0,0,0,2,83,0,0,37
0,5,68,0,1,0,0,11,159,0,0,76
0,4,74,0,4,0,0,0,234,0,0,17
22,55,1448,0,3,2,0,33,847,0,86,666
1,22,967,0,3,1,4,1,898,0,51,194
0,4,64,0,0,1,0,0,110,0,0,51
0,0,63,0,0,0,0,3,120,0,0,15
1,88,699,0,2,3,1,64,823,0,0,152
0,83,673,1,9,2,1,0,495,0,94,252
5,186,6081,1,0,12,22,52,4078,0,460,2946
0,0,16,0,0,0,0,0,30,0,0,13
1,127,3192,0,2,43,1,9,2991,0,155,1458
0,24,107,0,0,0,0,0,171,0,0,34
0,64,343,0,0,2,0,2,232,0,2,238
0,0,19,0,0,0,0,0,50,0,0,16
0,44,1280,0,2,1,1,4,646,0,273,434
0,15,82,0,0,0,0,11,73,0,0,79
22,11,802,0,1,0,1,75,1355,0,93,920
0,15,380,0,7,0,1,5,695,0,10,150
0,14,45,0,1,1,0,7,118,0,0,102
0,11,95,0,0,1,0,5,100,0,0,40
0,0,76,0,0,0,0,5,225,0,0,14
0,4,12,0,0,0,0,2,29,0,0,12
0,555,6235,1,45,16,4,43,3698,0,662,4843
0,0,76,0,0,0,0,0,114,0,0,19
0,4,17,0,0,0,1,1,25,0,0,1
0,31,168,0,0,0,0,1,197,0,0,57
0,28,82,0,0,0,0,5,63,0,0,6
1,119,3268,0,0,5,7,13,2737,0,361,2031
1,156,3626,0,87,4,26,83,3275,2,0,443
3,10,206,0,0,0,6,0,262,0,0,112
8,319,3917,1,7,1,9,12,2171,6,0,866
2,163,2861,0,11,6,22,49,2760,0,0,264
0,20,12,0,0,0,1,0,48,0,0,1
7,35,158,2,0,0,8,0,136,0,0,50
0,3,58,0,0,0,4,0,219,0,0,104
5,20,593,0,6,0,3,748,325,0,0,43
1,25,228,0,2,0,0,0,155,0,0,17
2,52,1338,1,28,10,36,4,1286,2,0,874
1,6,36,0,0,0,2,0,30,0,0,0
0,16,376,0,1,0,6,0,543,0,0,40
1,90,726,0,45,2,7,1,687,0,0,415
0,11,52,0,0,0,2,0,44,0,0,20
21,189,9261,0,203,3,27,194,3406,22,0,3082
2,12,461,0,1,0,6,3,390,0,0,93
1,93,1555,0,5,0,4,1,1250,6,0,455
0,1,131,0,0,0,1,0,191,0,0,36
81,608,20113,0,183,24,145,56,7962,52,0,15954
0,33,569,0,3,8,3,11,592,0,0,43
0,5,117,0,0,0,0,0,106,0,0,100
0,34,224,0,1,1,7,0,478,0,0,224
2,3,263,0,0,1,2,6,534,0,0,34
0,9,112,0,0,0,2,0,84,0,0,7
0,14,292,0,28,0,5,0,272,0,0,216
1,51,613,0,19,1,9,1,815,5,0,397
0,1,49,0,0,0,8,1,91,0,0,43
1,1,18,0,0,0,4,0,15,0,0,5
0,0,82,0,6,0,2,0,42,0,0,29
1,3,16,0,0,0,1,1,21,0,0,4
0,12,169,0,0,0,1,0,262,0,0,42
1,2,33,0,0,1,4,0,38,0,0,1
1,23,101,0,0,0,10,0,192,0,0,31
24,282,7261,0,125,13,22,288,2510,14,0,2831
2,38,887,0,0,0,14,0,490,0,0,337
0,2,89,0,1,0,13,0,207,0,0,26
1,3,205,0,0,0,8,0,195,1,0,24
2,18,568,0,0,2,3,10,774,0,0,70
2,18,304,0,1,0,1,0,108,0,0,159
1,49,508,0,20,5,9,0,502,2,0,178
77,792,39087,0,101,39,81,304,5899,32,0,7948
0,1,109,0,1,0,0,0,151,0,0,18
9,106,1331,0,77,0,29,7,712,5,0,864
0,41,881,0,0,22,0,7,665,0,0,66
10,116,3784,0,4,7,18,18,2311,2,0,1601
0,12,275,0,0,0,4,0,195,0,0,73
0,79,1560,0,1,0,9,5,1026,0,0,354
2,49,813,0,26,2,8,5,1010,6,0,278
4,20,41,0,0,0,9,0,81,0,0,21
2,3,101,0,0,0,8,0,99,0,0,9
1,111,2760,0,1,4,7,1,1796,0,0,1430
1,4,48,0,0,0,2,0,18,0,0,6
4,228,3388,0,7,13,12,206,2083,9,0,543
1,108,1500,0,1,2,10,8,1346,7,0,1509
3,6,529,0,0,0,10,4,470,1,0,53
0,11,40,0,0,0,0,0,56,0,0,4
0,21,53,0,0,0,3,38,91,0,0,5
7,25,172,2,0,0,18,0,221,0,0,11
1,20,241,0,0,0,3,4,151,0,0,20
1,21,265,0,1,3,4,0,416,5,0,191
0,2,34,0,0,0,0,0,40,0,0,14
1,23,289,0,0,0,0,0,267,4,0,285
0,56,962,0,0,3,3,5,668,0,0,208
2,11,119,0,8,1,5,3,142,0,0,33
3,80,449,0,25,1,7,10,636,0,0,40
0,38,548,0,7,0,4,2,475,0,0,53
2,23,758,0,10,1,2,7,516,0,0,56
1,22,34,0,0,0,4,0,39,0,0,26
3,74,1096,0,0,0,19,0,1446,4,0,759
3,8,213,0,0,0,5,2,385,0,0,43
9,557,8492,1,300,7,77,324,2369,12,0,2704
7,21,187,2,10,0,11,0,83,0,0,53
1,42,257,0,0,0,3,1,285,0,0,54
14,322,8267,4,159,23,59,90,3925,5,0,3000
4,25,267,0,0,0,9,0,201,3,0,188
3,105,1094,0,12,0,18,2,899,0,0,567
1,1,33,0,0,0,2,0,20,0,0,9
1,6,115,0,2,0,0,0,213,0,0,128
0,27,444,0,0,0,1,1,294,0,0,55
2,2,11,0,0,0,2,0,12,0,0,10
0,11,51,0,0,0,2,0,50,0,0,2
0,21,877,0,0,0,3,3,621,0,0,95
10,50,457,0,3,1,4,0,720,0,0,42
2,3,65,0,0,0,6,0,51,0,0,33
20,348,8676,2,40,3,47,67,3921,49,0,11037
0,6,102,0,0,0,5,3,158,0,0,34
0,35,100,0,0,0,4,0,146,0,0,5
0,1,92,0,1,0,0,0,74,0,0,58
0,9,47,0,0,0,0,0,59,0,0,24
6,231,2781,2,22,7,16,34,931,0,0,844
2,46,966,0,2,0,6,0,182,0,0,221
0,18,138,0,0,1,1,0,333,0,0,23
1,1,167,0,0,0,4,2,203,0,0,5
11,96,2431,2,9,4,10,12,1470,8,0,626
1,1,37,0,0,0,2,0,72,0,0,13
1,19,159,0,0,0,1,1,140,0,0,19
0,15,271,0,0,1,3,0,142,0,0,29
0,37,509,0,0,0,13,1,501,4,0,43
2,31,1079,0,15,1,9,40,1441,0,0,116
2,3,65,0,4,0,7,4,82,0,0,7
0,25,106,0,0,0,2,0,74,1,0,29
2,67,771,0,0,5,8,6,1283,3,0,543
0,6,193,0,0,0,1,15,188,0,0,51
0,66,1072,0,0,9,8,6,642,3,0,177
0,31,279,0,0,0,5,0,227,0,0,17
16,169,2982,0,24,2,35,6,1939,0,0,1506
3,5,39,0,1,0,17,0,35,0,0,16
6,60,960,1,0,2,7,5,480,4,0,154
3,67,341,0,1,0,5,1,221,0,0,27
9,139,1329,0,9,2,14,3,1535,0,0,216
0,41,211,0,2,2,6,0,133,0,0,43
1,55,566,0,7,0,2,1,566,0,0,50
0,40,378,0,0,0,0,0,216,0,0,22
3103,11764,419523,169,4554,999,5860,3366,72172,695,0,90038
5,143,1717,0,15,2,13,19,2526,3,0,227
6,25,184,0,3,1,7,0,187,0,0,13
0,106,1396,0,6,2,2,22,587,0,0,161
1,95,1345,0,1,0,8,18,2066,0,0,145
142,735,51218,0,92,53,182,146,10195,38,0,8658
0,22,91,0,0,0,5,2,102,1,0,120
0,1,31,0,0,0,4,0,100,0,0,40
2,32,347,0,1,0,2,0,445,0,0,156
2,0,7,0,0,0,2,0,11,0,0,8
2,49,871,0,0,0,12,3,650,1,0,367
2,7,2198,0,21,1,3,12,1170,0,0,556
0,27,281,0,0,0,3,0,433,0,0,175
0,25,219,0,0,0,2,0,236,0,0,57
9,63,521,0,0,1,5,2,274,5,0,88
0,71,381,0,0,0,2,0,595,0,0,191
1,13,209,0,0,1,2,16,270,0,0,26
0,0,56,0,0,0,2,0,102,0,0,11
24,691,13540,2,59,35,168,197,4523,82,0,6553
0,3,34,0,0,0,3,0,44,0,0,25
4,49,785,0,7,0,3,9,532,0,0,385
1,0,14,0,0,0,2,0,31,0,0,4
41,19,1289,0,1,2,9,54,331,8,0,276
0,19,401,0,1,0,0,3,291,0,0,37
4,33,514,0,0,2,5,3,852,0,0,419
0,22,223,0,2,1,1,0,159,0,0,17
62,630,31731,0,184,23,186,158,7189,101,0,7091
1,25,288,0,0,1,1,0,183,0,0,31
1,34,1280,0,3,7,13,5,1152,4,0,170
5,50,1346,0,23,2,9,28,1023,0,0,652
0,170,1110,0,0,0,8,26,1195,13,0,130
0,0,22,0,1,0,11,0,31,2,0,17
0,1,31,0,0,1,0,0,24,0,0,12
0,9,253,0,0,0,2,1,234,0,0,47
2,40,843,0,1,1,7,1,1336,0,0,382
3,47,1009,0,0,3,18,26,599,0,0,1074
1,1,109,0,1,0,3,0,255,0,0,52
0,47,779,0,3,2,2,7,832,3,0,102
0,58,428,0,0,0,8,0,602,0,0,55
4,105,1699,0,23,0,15,74,1306,2,0,245
14,347,6675,5,8,19,52,70,3996,0,0,1190
5,78,360,0,12,1,4,5,265,0,0,29
67,1961,35447,6,108,75,193,580,13099,141,0,18113
1,54,826,0,9,1,2,2,581,0,0,118
1,15,208,0,2,0,4,1,194,0,0,174
0,9,39,0,12,0,2,0,217,0,0,56
1,0,63,0,0,0,2,0,77,0,0,1
0,60,1159,0,4,7,9,17,1237,0,0,438
1,1,26,0,0,0,1,0,57,0,0,7
0,64,680,0,1,0,4,10,654,2,0,163
27,286,7856,1,19,7,23,105,5446,3,0,1227
0,2,15,0,0,0,1,0,47,0,0,21
6,14,564,0,1,0,3,1,516,0,0,262
0,2,90,0,0,0,4,0,86,0,0,32
0,22,155,0,1,2,4,1,206,0,0,67
7,66,1339,3,5,2,16,11,1454,0,0,253
3,6,657,0,1,0,8,2,491,0,0,47
0,5,255,0,0,0,1,0,215,0,0,15
5,187,1650,0,8,2,9,0,969,2,0,606
0,49,875,0,0,0,3,4,258,4,0,92
24,717,13564,1,15,4,38,110,4175,17,0,3998
2,59,462,0,18,0,7,0,798,0,0,693
0,68,684,0,0,1,0,0,507,0,0,598
15,170,1927,0,7,1,12,62,2579,0,0,331
0,1,79,0,0,0,8,0,100,0,0,53
1,84,1232,0,5,2,0,4,859,0,0,156
14,93,1202,0,27,2,24,27,806,0,0,259
1,7,368,0,0,0,7,0,179,0,0,188
0,25,248,0,0,0,0,11,520,0,0,30
3,22,166,0,0,0,2,0,116,0,0,32
0,2,52,0,0,0,0,0,40,0,0,11
1,50,389,0,0,1,2,1,589,0,0,283
10,240,4326,0,28,6,28,11,2648,9,0,795
0,0,73,0,3,0,0,2,95,0,0,16
3,65,362,0,20,3,8,1,769,0,0,250
1,95,1174,0,0,8,4,2,1191,4,0,317
0,11,40,0,0,0,3,0,34,0,0,24
3,101,389,1,8,0,12,4,255,0,0,23
0,4,112,0,3,0,5,0,103,0,0,20
3,19,294,0,14,2,7,0,535,1,0,59
6,89,562,2,4,0,11,4,353,0,0,231
0,5,311,0,1,0,7,0,492,0,0,47
0,4,120,0,0,0,0,0,81,0,0,44
25,423,4101,4,20,3,19,117,1703,1,0,1441
0,0,28,0,0,0,2,0,30,0,0,3
5,217,1965,0,0,1,14,27,1993,0,0,531
0,12,116,0,0,0,1,1,71,0,0,32
0,18,141,0,0,0,2,0,246,0,0,86
2,41,188,0,2,0,10,0,203,0,0,105
1,38,193,0,0,0,0,0,242,4,0,76
0,106,471,0,6,0,4,0,196,2,0,110
3,110,1025,0,2,1,11,7,1765,0,0,432
0,0,199,0,0,0,1,1,381,0,0,64
16,349,4001,2,3,6,19,15,2402,15,0,966
19,344,6416,2,30,4,45,131,2636,14,0,2864
1,26,438,0,5,1,4,1,414,0,0,137
1,8,81,0,0,0,3,0,56,0,0,91
3,126,1908,0,0,0,7,8,886,0,0,191
2,82,662,0,2,1,15,0,769,0,0,88
0,16,99,0,0,0,0,0,137,0,0,34
3,58,769,0,0,2,4,8,649,2,0,464
2,3,55,0,10,0,1,0,49,0,0,3
2,0,68,0,0,1,2,0,41,0,0,51
1,7,152,0,4,1,37,1,261,0,0,47
11,175,9425,0,82,64,4,38,6743,4,0,1168
6,32,1668,0,6,1,3,18,1580,1,0,292
3,28,2003,0,0,0,16,9,1709,2,0,484
22,100,8893,0,19,17,31,64,8949,17,0,1397
40,128,8551,0,5,85,15,36,5539,4,0,1592
69,691,75570,1,25,63,28,111,16235,23,1,10008
22,96,7716,0,4,16,15,34,5601,2,0,2392
15,96,8207,0,15,12,18,10,5216,3,1,820
7,68,3776,0,9,2,10,24,2512,0,0,616
5,22,1871,0,1,1,5,6,1600,0,0,205
108,393,48642,0,27,113,13,124,15551,44,1,8273
14,122,11834,0,31,20,12,63,5860,7,0,2096
4,10,2062,0,0,1,11,7,2026,0,0,165
660,3944,353021,10,2207,474,385,1632,91155,261,13,57628
7,2,1013,0,8,2,16,33,1080,1,0,114
81,786,62157,2,511,77,46,274,22358,32,0,16992
31,287,13221,0,94,32,12,51,5978,8,0,3688
11,35,3274,0,23,2,5,6,2092,3,0,816
27,2353,26549,0,116,43,49,171,4929,116,964,51862
2,517,13872,0,0,18,1,67,5320,0,24,9629
14,1825,9720,0,24,5,32,121,2291,12,210,15087
99,2542,90093,1,127,184,365,412,31450,184,66,57356
219,17117,296556,1,1647,234,801,1845,54880,401,232,134512
1,187,8915,0,0,4,4,44,6509,2,0,6127
8,521,8177,0,20,7,17,82,2861,7,1,4133
85,5602,89476,0,191,231,172,558,18425,72,271,78487
14,1639,20563,0,2,31,39,307,6140,25,179,19909
7,217,7628,0,8,10,14,57,4745,13,1,6626
4,633,6857,0,4,8,10,253,1454,4,1,3645
3,29,3955,0,4,1,7,9,5931,0,0,1363
1,17,643,0,5,1,5,1,1763,0,0,393
3,37,1513,0,3,2,9,60,2785,2,0,3994
0,3,449,0,0,1,0,0,783,1,0,120
6,138,4236,0,8,8,13,5,3612,0,0,1683
0,48,952,0,0,1,2,5,1565,1,0,346
6,25,4538,6,14,20,16,14,4489,2,1,3029
5,38,4756,51,35,12,19,14,5085,0,1,2781
0,12,770,0,0,3,4,1,467,0,0,610
8,77,4792,0,17,9,13,6,6832,0,0,1461
5,186,9834,0,21,15,67,21,10643,9,0,12914
0,64,1700,0,2,0,10,56,1732,0,0,1160
33,1262,48363,107,247,45,215,76,25264,27,1,18459
1,12,726,0,4,1,4,15,956,1,0,864
4,30,4089,0,4,10,9,3,3748,1,0,1719
5,116,12462,0,4,23,30,30,7459,2,0,2713
0,4,2046,0,1,0,6,5,4619,0,0,390
0,19,1031,0,4,6,0,26,1134,4,0,789
0,8,721,0,0,0,1,1,1951,0,0,372
27,234,33095,55,69,24,168,42,19097,21,0,20607
8,48,8871,0,5,7,19,11,11581,6,1,13019
5,22,3270,0,2,4,8,15,6282,0,1,640
0,76,2880,0,6,2,13,12,4826,2,0,1122
24,526,23840,8,59,52,138,79,23858,13,0,24026
9,19,7833,0,3,4,16,6,9836,2,1,1527
1,3,356,0,1,0,4,6,372,1,0,684
6,39,2740,0,3,3,8,1,4458,0,0,1297
1951,5559,450058,647,1767,611,6350,608,137693,557,13,119724
0,6,924,0,11,3,2,16,1421,1,0,991
1,3,629,0,0,2,4,0,1567,0,0,144
0,5,425,0,2,0,2,15,1861,0,0,429
3,66,7382,1,18,8,42,70,8884,4,1,5391
2,0,993,1,3,0,3,14,2524,0,0,104
2,46,3550,0,1,4,1,2,3891,0,0,1833
117,1566,89245,58,175,79,753,80,27069,65,1,29228
4,110,3197,0,4,3,4,10,5850,1,0,3248
4,148,9664,3,84,88,23,292,8651,5,0,8009
0,9,952,0,5,2,1,18,855,2,0,982
1,14,827,0,3,2,3,14,938,0,0,888
2,93,6160,0,26,64,75,35,5649,7,0,3684
0,11,648,0,0,0,5,5,905,1,0,1427
0,21,2117,0,0,3,0,5,2379,0,0,777
2,20,1622,0,0,0,5,6,2336,0,0,567
0,12,758,0,0,6,0,2,1092,0,0,162
0,42,2254,0,1,0,2,36,3911,0,2,918
2,35,5787,0,0,1,6,51,7634,0,0,824
0,0,706,0,1,4,2,1,2346,1,0,512
1,22,1377,0,2,3,0,1,837,2,0,873
2,3,2594,4,4,3,14,2,6928,0,0,302
5,31,9479,3,14,6,72,11,9614,3,1,4106
1,21,2283,0,1,2,69,9,3315,0,0,470
0,6,1471,0,0,7,1,6,2966,0,0,1504
1,130,2959,0,51,7,11,57,2533,0,1,2367
3,68,3502,0,8,5,15,100,5214,3,0,2016
4,24,3488,1,11,1,38,3,3234,0,0,868
1,4,2728,0,0,3,12,10,4384,0,0,808
1,55,1543,0,4,9,4,107,1738,0,0,1078
5,97,4177,0,12,8,56,10,3960,0,0,963
0,1,75,0,0,0,0,0,15,0,0,9
70,604,145677,0,857,905,174,1377,63837,144,0,32029
0,12,12469,0,26,33,1,300,9698,0,0,672
1,0,4846,0,1,6,1,1,5797,1,0,416
4,13,4485,0,18,29,6,71,3590,0,0,1077
1,10,2889,0,2,14,10,39,3826,0,0,181
102,848,393344,1,1655,1285,816,3079,144848,348,0,57054
0,8,3138,0,24,23,8,44,4317,0,0,442
4,21,9386,0,102,99,6,338,7740,0,0,1441
1,45,11275,0,129,130,6,142,10481,6,0,1048
1,37,12831,0,81,195,10,314,10416,0,0,3225
34,122,66119,0,393,379,62,684,37681,2,0,7413
31,1853,160579,0,820,401,49,1535,51960,82,0,72864
1,1,4169,0,1,10,8,0,4728,0,0,156
2,61,9814,0,108,140,20,137,8802,0,0,2451
6,124,37314,0,137,98,7,465,24292,0,0,1816
0,6,3200,0,1,11,7,43,2639,0,0,477
6,11,10240,0,30,38,12,461,11231,0,0,442
12,54,33843,0,306,377,34,434,18589,8,0,13933
0,8,17885,0,72,71,0,143,12777,0,0,5269
0,6,9841,0,86,128,0,175,7876,0,0,1364
5,0,563,0,0,1,2,3,486,0,0,10
63,144,37906,1,39,187,44,64,16975,9,0,770
6,6,2225,1,10,31,11,36,2641,0,0,26
1,7,1905,0,1,8,0,6,1278,0,0,4
3,0,128,1,0,0,3,0,214,0,0,2
1,0,677,0,0,2,3,0,751,0,0,6
0,0,117,0,0,0,1,0,113,0,0,0
1,0,72,0,0,1,0,0,99,0,0,2
3,0,120,0,0,0,9,0,166,1,0,5
1,0,93,0,0,1,2,0,138,0,0,5
0,0,232,0,0,1,0,0,267,0,0,0
1,3,3399,0,8,10,11,85,2492,0,0,253
0,0,363,0,0,1,0,3,269,0,0,9
1,0,891,0,0,1,4,4,712,0,0,6
1,0,84,0,0,0,1,0,183,0,0,1
6,6,1174,0,0,0,5,0,529,1,0,12
64,155,45763,4,20,389,89,112,22840,3,0,551
215,779,188963,3,646,736,524,1238,80751,146,1,21429
12,51,24857,4,3,238,20,47,12313,4,0,284
0,0,740,0,0,1,1,0,607,0,0,11
0,0,67,0,0,0,0,1,30,0,0,4
0,0,195,0,0,7,4,0,340,0,0,1
0,0,982,0,0,2,0,1,874,0,0,4
1,0,134,0,0,0,1,0,96,0,0,2
7,82,19562,0,66,302,19,48,8978,0,0,845
3,5,6134,0,28,122,14,244,3782,0,0,112
0,0,2459,0,0,2,0,0,1651,0,0,39
0,0,141,0,0,1,1,0,175,0,0,8
66,376,60324,3,103,356,172,319,20837,56,0,2132
4888,1725,459991,291,762,1686,6903,1826,167136,512,0,27896
0,0,92,0,0,1,1,1,163,0,0,3
1,0,183,0,0,0,2,0,245,0,0,2
12,28,19007,4,46,178,10,285,10700,0,0,495
2,1,2127,0,1,9,3,2,1357,0,0,60
1,26,3740,0,0,41,9,6,2461,0,0,60
14,37,13881,1,69,156,22,8,7550,6,0,315
0,0,288,0,0,0,4,4,313,0,0,1
5,6,3754,0,1,3,9,3,2777,0,0,83
0,6,1976,0,0,3,0,2,991,0,0,9
1,0,134,1,0,0,3,0,193,0,0,3
3,19,7602,0,4,112,12,2,4935,0,0,111
17,90,55560,0,164,490,146,399,29296,6,0,2265
58,1544,150011,0,359,661,139,986,44856,29,0,4511
0,0,50,0,0,0,0,0,81,0,0,1
1,0,403,0,0,0,4,0,416,1,0,4
2,0,80,0,0,0,1,0,78,0,0,0
2,2,1221,0,1,6,1,2,832,0,0,12
15,199,35337,2,4,70,48,68,12842,2,0,547
1,0,237,0,0,0,3,2,370,0,0,24
0,0,310,0,0,0,0,0,372,0,0,2
1,0,626,0,0,0,1,19,698,0,0,16
2,2,1509,2,3,3,9,0,1530,0,0,25
1,0,49,0,0,0,1,0,31,0,0,1
1,0,85,0,0,1,0,1,196,0,0,0
169,839,95341,8,5,220,124,99,33632,22,0,2976
1,44,830,0,6,6,10,2,601,0,0,29
2,0,169,0,0,0,2,0,254,0,0,2
10,20,7708,1,0,26,14,23,3963,0,0,181
0,0,243,0,0,1,1,0,412,0,0,1
0,0,337,0,0,0,2,0,448,0,0,3
0,0,128,0,0,0,0,0,211,0,0,0
0,0,155,0,0,0,3,0,219,0,0,0
0,0,158,0,0,1,4,0,190,0,0,4
0,0,360,0,1,0,0,0,281,0,0,2
0,0,273,0,0,0,1,0,269,0,0,5
2,0,2918,0,2,0,5,3,2315,0,0,54
0,1,184,0,0,1,1,1,320,0,0,2
0,0,224,0,1,2,0,0,258,0,0,2
0,0,417,0,0,3,2,10,806,0,0,5
0,14,1987,0,0,1,1,1,947,0,0,11
2,10,4153,1,4,39,1,119,2443,0,0,130
5,0,1388,0,1,4,5,106,1172,0,0,61
0,130,4685,0,3,30,0,26,4291,0,157,5877
0,687,36151,0,202,462,0,89,17674,0,62,15314
0,540,7172,0,28,78,0,52,3397,0,160,8444
