AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR
0,5316,207334,0,578,3305,0,510,72763,0,1375,61482
0,538,30290,0,397,227,0,117,12796,0,26,30806
0,359,16296,0,56,124,0,79,8741,0,156,16163
0,103,3739,0,2,40,0,20,2526,0,51,2210
0,450,17534,0,66,149,0,120,12336,0,40,12689
0,170,5924,0,5,32,0,35,2786,0,27,6352
0,332,12738,0,20,79,0,41,4077,0,27,11497
0,94,1542,0,2,5,0,14,751,0,96,2085
0,612,22580,0,51,221,0,145,9123,0,70,11909
0,591,21938,0,59,149,0,69,6153,0,254,13976
0,291,22314,0,108,197,0,79,7600,0,6,11579
0,120,2901,0,6,25,0,19,1689,0,9,4760
0,227,6171,0,25,97,0,80,3406,0,6,7473
0,183,5770,0,57,42,0,67,3484,0,283,8707
1,9,2620,0,0,0,3,0,1851,0,0,26
2,22,6432,0,12,0,3,3,6428,0,0,238
31,1864,54935,1,442,273,88,793,24987,5,0,5884
1,17,1858,0,0,0,0,2,2220,0,0,76
0,0,885,0,2,0,0,3,1636,0,0,9
0,0,362,0,0,0,0,0,881,0,0,7
2,11,8944,0,0,1,0,38,5394,0,0,150
0,0,647,0,1,0,1,0,842,0,0,13
30,2263,91429,0,223,93,49,140,21589,7,0,6742
0,0,418,0,0,0,0,1,544,0,0,5
1,4,2102,0,0,7,2,0,1790,0,0,360
1,13,8419,0,0,20,0,17,9238,0,0,312
0,2,2579,0,0,3,4,1,2211,0,0,83
0,0,1289,0,0,0,1,1,1147,0,0,18
0,7,7705,0,5,11,0,26,3980,0,0,46
0,24,3881,0,4,22,0,0,4080,0,0,97
1,14,2955,0,2,5,0,3,2117,0,0,89
3,6,1966,0,0,0,1,0,1532,0,0,17
2,31,3394,0,0,5,1,0,3427,0,0,153
0,3,553,0,0,0,0,0,587,0,0,24
2,136,33994,0,79,38,1,151,18745,5,0,4466
19,373,205060,1,857,249,208,1158,70900,16,0,2932
0,0,1325,0,0,3,0,0,1682,0,0,13
0,7,2402,0,0,1,0,4,1687,0,0,55
1,15,12676,0,11,15,0,20,6743,0,0,228
0,0,301,0,0,0,0,0,446,0,0,8
15,293,147403,1,666,169,118,3999,50428,4,0,3690
1,2,1298,0,0,1,0,9,1142,0,0,61
0,5,2378,0,0,0,1,6,2760,0,0,146
0,27,3104,0,8,2,0,0,2597,0,0,52
2,0,415,0,0,0,1,0,469,0,0,5
108,1703,368881,0,1865,569,114,1888,116704,12,0,4325
14,14,51427,0,162,89,29,178,19597,0,0,529
0,0,732,0,0,1,1,1,1300,0,0,9
0,28,13790,1,32,6,0,11,9160,0,0,106
0,0,51,0,0,0,0,0,112,0,0,0
0,19,4699,0,4,3,0,3,4287,0,0,75
71,4137,122363,0,420,247,131,773,42822,63,0,9107
0,25,3949,0,0,11,1,4,5940,0,0,150
3,24,19734,0,8,75,18,122,11539,7,0,194
1902,449,130735,99,1158,376,1990,126,45099,146,0,7100
1,0,1249,0,0,7,3,2,1261,0,0,33
0,11,5705,0,0,8,0,96,3927,0,0,578
3,9,4221,0,39,3,9,1,902,1,0,934
16,17,10940,0,16,7,2,1,2639,1,0,2033
11,0,1879,0,2,2,14,0,679,0,0,370
5,3,2491,0,31,0,3,0,406,0,0,558
45,150,44905,0,557,78,47,15,9476,23,0,9110
4,115,19294,0,115,5,10,8,3857,0,0,3695
7,13,2184,0,6,2,21,0,424,0,0,300
14,2,2144,0,4,1,5,0,560,0,0,435
4,7,1599,0,29,0,2,0,194,2,0,456
16,104,33509,0,568,16,34,15,8422,11,0,8614
3,0,1513,0,12,0,7,0,257,0,0,245
1,0,2278,0,0,3,0,0,929,2,0,578
52,149,21399,0,94,14,38,11,3536,19,0,5809
2,7,3115,0,30,1,4,3,711,3,0,347
14,10,14388,0,127,10,6,0,2392,0,0,4577
11,7,1651,0,26,2,11,0,190,2,0,251
2,0,2482,0,23,2,12,1,927,0,0,459
1,13,8711,0,164,5,14,1,1680,4,0,3608
5,0,7751,0,7,2,5,0,1615,2,0,3424
3,4,1793,0,0,0,5,0,373,0,0,325
6,42,5127,0,16,1,1,4,1141,0,0,1349
4,1,4116,0,9,3,4,0,837,0,0,487
7,8,6582,0,103,0,22,0,1652,0,0,1968
6,7,10565,0,50,4,14,0,1012,1,0,1647
11,11,31413,0,37,11,40,2,10629,4,0,8020
5,5,5673,0,89,3,16,0,870,0,0,1559
2,88,4569,0,3,1,5,1,1215,0,0,974
3,3,6845,0,113,12,2,1,1702,3,0,1236
12,12,4115,0,50,2,5,0,1022,1,0,810
2,0,2367,0,51,3,9,0,632,0,0,376
11,10,10438,1,80,34,30,1,2060,5,0,2446
5,1,3694,0,70,1,15,4,864,3,0,771
273,136,59152,3,1274,32,350,1423,6558,65,0,9459
38,57,18445,0,71,6,69,3,5370,8,0,3671
3,0,1291,0,27,2,1,0,213,2,0,239
5,18,9736,0,67,5,17,4,991,1,0,1764
1,13,1696,0,8,0,3,0,426,1,0,384
8,7,4571,0,60,8,14,0,781,4,0,1038
5,2,5219,0,90,3,13,2,1270,0,0,894
2,5,3162,0,35,1,16,3,680,0,0,546
5,42,10763,0,99,6,13,5,2482,0,0,2418
2,10,6695,0,7,1,3,1,1380,6,0,1482
5,29,15326,0,64,3,21,2,4081,1,0,3360
20,71,25769,0,213,18,36,14,6012,8,0,5768
3,0,1333,0,4,1,4,0,287,0,0,195
1,1,839,0,13,1,4,0,278,3,0,55
4,2,741,0,16,0,3,0,231,0,0,114
0,2,4899,0,53,1,8,4,1618,0,0,922
0,1,1833,0,23,0,3,1,318,2,0,359
3,5,2217,0,44,2,5,0,504,3,0,432
3,0,1227,0,14,0,9,0,209,2,0,183
3,0,1238,0,28,1,7,0,239,4,0,511
0,8,2285,0,25,2,5,0,1189,0,0,323
2,1,1841,0,21,1,9,0,461,0,0,424
0,9,432,0,9,0,0,0,53,0,0,46
4,0,2471,0,69,0,3,2,335,0,0,929
1,0,1389,0,10,0,1,0,350,0,0,265
1,1,3046,0,32,0,6,0,777,0,0,613
1,0,1821,0,17,1,8,1,549,0,0,341
0,5,1333,0,36,7,3,0,426,0,0,270
0,65,937,0,7,1,0,1,718,0,0,625
0,46,262,0,0,0,0,0,195,0,0,139
0,1057,11855,0,156,17,2,82,7649,0,0,5275
0,255,5285,0,4,8,1,16,4956,0,0,3853
0,28,347,0,0,0,0,3,341,0,0,453
0,23,1398,0,0,1,0,2,1305,0,0,343
0,7,529,0,0,1,0,0,669,1,0,249
0,42,329,0,0,0,0,36,518,0,0,58
0,205,2745,0,0,21,0,32,2977,0,0,1123
0,195,4775,0,24,5,2,6,4186,0,0,1843
0,401,10878,0,25,15,8,26,3689,0,0,5765
0,11,689,0,0,2,0,1,586,0,0,880
2,350,5124,0,27,9,7,16,2260,0,0,788
0,191,5954,0,45,20,2,18,4221,4,0,2662
0,168,2894,0,8,3,2,36,2773,4,0,2559
0,326,6960,0,21,2,0,41,3052,0,0,5795
0,21,424,0,0,1,0,0,299,0,0,252
0,3,50,0,0,0,0,0,161,0,0,15
0,14,356,0,0,0,0,2,593,0,0,32
0,28,531,0,3,0,1,2,671,0,0,133
1,51,2514,0,9,7,0,4,1587,0,0,1237
0,105,1226,0,58,2,4,7,819,0,0,1859
0,262,2835,0,10,1,0,0,3954,0,0,1689
0,36,1128,0,0,2,3,9,1567,0,0,501
0,32,698,0,6,0,3,0,1307,0,0,121
0,328,6083,0,30,21,0,26,2140,4,0,1973
0,62,325,0,0,5,1,7,445,0,0,78
12,1469,52185,0,440,74,2,110,13975,2,0,14655
0,67,374,0,0,1,1,43,531,0,0,65
0,158,5992,0,2,11,3,18,1798,4,0,2074
0,27,997,0,0,0,3,7,2674,0,0,586
0,441,3572,0,3,11,4,88,2660,0,0,1341
0,160,1834,0,5,7,0,19,1487,0,0,1011
0,253,6513,0,5,6,1,16,2038,0,0,575
1,11,372,0,0,1,2,11,557,0,0,163
0,127,1089,0,0,2,0,2,674,0,0,551
0,27,108,0,0,0,1,17,125,0,0,38
0,978,18630,0,193,9,4,56,6275,3,0,9117
0,4337,84142,0,621,399,1,247,23169,0,0,18730
0,546,11715,0,166,12,2,23,3688,2,0,2832
0,6,100,0,0,0,0,0,56,0,0,137
0,16,458,0,0,1,1,2,384,0,0,547
0,50,1713,0,3,0,1,51,2072,2,0,677
22,2114,46179,0,793,90,35,122,17571,5,0,16444
0,352,10010,0,32,10,7,35,6035,0,0,5567
2,30,1750,0,0,0,2,12,1341,0,0,780
0,186,4079,0,5,3,2,130,4187,2,0,825
2,992,16837,0,3,39,17,48,4492,2,0,7411
0,66,2724,0,0,8,0,10,2797,0,0,798
0,39,504,0,0,2,0,0,472,0,0,355
0,133,800,0,8,0,3,47,1241,0,0,255
0,59,1481,0,0,2,0,4,1153,0,0,444
0,137,4506,0,8,3,2,26,4696,0,0,1171
0,25,856,0,0,0,0,0,953,0,0,890
0,102,427,0,1,3,2,21,251,0,0,96
0,20,64,0,0,0,0,0,69,0,0,20
0,100,630,0,0,1,2,6,772,0,0,289
0,303,1992,0,11,3,0,76,2629,0,0,445
0,191,2049,0,0,15,1,13,1217,0,0,1316
0,66,802,0,3,3,2,4,810,0,0,335
0,651,10927,0,37,48,4,18,6605,3,0,7261
0,100,1202,0,0,26,1,20,1326,4,0,469
0,8,483,0,2,1,0,0,731,0,0,177
0,4,135,0,0,0,0,0,87,0,0,61
4,625,15096,1,4,22,10,16,6251,4,0,4871
0,141,1587,0,0,0,0,4,2107,0,0,1459
0,30,148,0,1,0,0,2,248,0,0,71
0,569,14203,0,16,8,0,30,4737,0,0,4538
0,252,2434,0,8,2,1,0,1760,0,0,2479
0,42,707,0,0,3,1,42,1329,0,0,375
4,388,8127,0,56,31,8,137,4704,4,0,2876
0,62,686,0,9,14,0,4,695,0,0,170
0,164,2410,0,3,3,0,53,2372,0,0,863
0,23,954,0,0,1,0,6,435,0,0,710
0,59,1236,0,3,1,0,1,1015,0,0,1009
0,1,36,0,0,0,1,2,96,0,0,12
0,276,6439,0,3,18,0,12,7992,0,0,4019
0,38,416,0,0,3,0,4,588,0,0,86
0,21,463,0,0,0,2,0,490,0,0,318
0,71,1343,0,1,0,0,46,1480,0,0,727
0,127,2319,0,11,1,6,3,804,2,0,2165
0,163,3264,0,2,3,0,4,818,0,0,1058
0,200,1421,0,1,0,0,30,2042,0,0,262
0,17,447,0,0,0,0,4,552,0,0,940
12,409,8939,0,264,17,16,17,4269,15,0,6564
1,94,2886,0,5,4,4,8,3372,3,0,1049
722,7948,142926,24,1211,182,2414,239,35086,518,0,41410
0,5,241,0,0,3,1,1,251,0,0,150
0,485,4870,0,63,23,0,41,2325,0,0,2347
0,32,1286,0,11,1,0,0,875,0,0,2217
0,104,3491,0,0,1,2,29,5149,0,0,453
0,217,3609,0,33,10,0,25,2050,0,0,2063
0,137,1709,0,2,4,0,5,1027,0,0,952
0,187,4194,0,0,5,3,19,5667,2,0,1659
1,158,1112,0,1,0,2,12,1009,0,0,772
0,19,176,0,0,0,0,0,136,0,0,50
0,103,3164,0,13,3,1,22,1449,0,0,1540
0,1,60,0,0,0,1,0,45,0,0,328
0,50,1337,0,0,0,1,33,1337,0,0,433
0,84,2989,0,0,1,0,13,2130,0,0,3153
0,137,3380,0,5,2,5,2,1678,0,0,2417
0,864,17860,0,150,36,15,43,13340,17,0,8257
0,30,108,0,0,0,1,20,128,0,0,53
0,53,571,0,1,1,0,25,491,0,0,95
0,343,15450,0,14,17,0,10,5456,0,0,10384
0,46,252,0,0,0,2,1,309,0,0,165
0,1,116,0,0,0,0,0,92,0,0,52
1,2080,45897,7,405,194,35,186,12146,7,0,11580
0,356,6303,0,26,4,4,62,5209,0,0,6214
0,0,111,0,0,1,0,2,243,0,0,47
0,69,2620,0,3,2,0,9,955,0,0,1473
0,153,2890,0,0,2,0,2,1627,0,0,1789
0,8,223,0,18,0,0,7,238,0,0,352
0,40,1110,0,6,0,2,11,1007,0,0,392
2,225,6626,0,9,4,6,26,2723,4,0,3127
0,143,2061,0,2,10,0,23,1148,4,0,1398
0,160,2384,0,8,2,0,21,3383,0,0,729
36,1482,34984,1,318,56,105,106,7978,35,0,14650
0,0,761,0,0,0,0,0,736,0,0,377
0,134,940,0,0,1,0,0,491,0,0,1632
0,48,1584,0,0,2,1,7,2217,1,0,630
0,54,323,0,2,4,0,17,435,0,0,357
0,323,19856,0,46,96,4,5,11629,0,0,3319
0,1398,14306,0,96,15,8,74,12221,7,0,9694
0,89,3386,0,2,15,0,12,4384,2,0,1479
0,139,4695,0,0,3,3,8,2938,0,0,3402
0,31,605,0,36,1,1,0,1499,2,0,202
1,347,9262,0,44,29,8,41,6351,6,0,1678
0,95,1085,0,0,8,0,5,692,0,0,341
0,156,6351,0,22,9,0,23,9377,0,0,1226
8,2770,64278,1,272,60,18,222,20007,19,0,10694
0,91,2146,0,0,1,4,9,1932,0,0,560
0,188,9228,0,26,39,3,5,2602,0,0,1539
4,90,2768,0,3,5,2,3,1870,0,0,1873
0,52,1486,0,18,0,1,7,793,2,0,2015
0,133,1050,0,1,5,0,2,413,0,0,295
0,5,109,0,0,0,1,1,117,0,0,114
0,384,9092,0,0,4,5,31,2126,0,0,4630
0,36,539,0,0,0,0,5,347,0,0,650
1,4,107,0,0,0,1,1,92,3,0,231
0,1420,11673,0,85,14,3,104,7120,0,0,5645
0,143,2509,0,0,4,0,31,2952,0,0,382
0,335,3260,0,8,2,0,38,2088,0,0,990
0,234,2428,0,0,4,0,22,2378,0,0,1016
0,124,1318,0,0,1,0,9,919,0,0,891
0,3,375,0,1,0,1,4,379,0,0,111
0,4,349,0,9,0,0,0,1246,0,0,27
0,78,3356,0,5,3,0,2,3047,0,0,2825
0,80,568,0,2,1,2,80,1055,0,0,223
0,32,446,0,0,2,1,0,835,0,0,377
0,62,1029,0,1,2,1,6,956,0,0,774
0,50,1806,0,0,1,0,0,727,0,0,148
0,24,348,0,0,0,1,1,238,0,0,67
0,17,406,0,0,1,0,2,654,0,0,281
1,681,7004,0,14,8,11,98,4528,1,0,1315
0,24,263,0,1,1,0,0,147,0,0,106
0,43,1358,0,0,1,0,0,2569,0,0,662
0,144,1957,0,0,2,0,2,2061,0,0,2128
2,10,328,0,0,0,4,30,932,0,0,41
5,551,10762,0,114,10,28,26,13222,4,0,5057
0,136,2559,0,2,6,1,11,2552,0,0,634
0,85,718,0,0,0,1,14,619,2,0,150
0,23,221,0,0,0,1,0,361,0,0,223
0,98,1669,0,4,1,1,9,1077,0,0,987
0,7,430,0,3,0,0,9,549,0,0,170
0,69,531,0,0,1,0,2,771,0,0,716
0,23,758,0,0,4,0,5,834,0,0,135
1,46,461,0,0,0,4,3,411,2,0,312
0,71,4193,0,4,6,0,5,5626,0,0,2006
0,3,33,0,0,2,2,1,99,2,0,17
0,8,215,0,0,0,1,7,231,3,0,71
0,48,856,0,0,0,0,12,888,0,0,550
0,214,3958,0,0,0,3,11,5384,0,0,1466
0,549,20808,0,34,50,6,72,16967,0,0,9533
0,685,12219,0,27,20,0,74,10193,0,0,3443
0,6,414,0,0,0,0,0,444,0,0,379
0,61,783,0,0,0,0,3,666,3,0,616
2,28,1302,0,2,3,0,9,802,6,0,1109
0,17,514,0,0,1,0,12,535,0,0,114
0,14,91,0,0,0,0,7,151,0,0,102
0,149,4640,0,33,10,0,21,4055,0,0,2114
0,99,1624,0,0,1,0,0,695,0,0,1462
0,295,7090,1,13,5,5,15,5859,13,0,3774
0,17,318,0,0,1,2,3,551,0,0,72
0,14,412,0,18,3,0,2,238,0,0,567
0,42,801,0,0,2,0,4,721,0,0,249
0,34,311,0,0,0,0,0,307,0,0,92
0,82,2222,0,0,0,0,12,1989,0,0,521
0,1283,27662,0,154,56,3,80,9605,10,0,7291
0,13,201,0,0,0,1,0,155,0,0,147
0,288,5927,0,44,5,0,10,3483,0,0,4979
1,109,2697,0,0,2,0,9,2085,0,0,1287
8,6085,168408,6,1570,250,24,298,47571,30,0,81338
0,37,912,0,0,6,0,2,870,0,0,242
0,1,125,0,0,0,0,0,213,0,0,30
0,88,3215,0,2,4,0,10,3395,2,0,532
0,91,844,0,0,0,0,5,637,2,0,868
0,7,51,0,0,3,0,1,129,0,0,11
0,80,419,0,0,0,0,0,259,0,0,694
0,26,1612,0,3,1,2,26,1745,2,0,583
0,52,1472,0,3,1,10,42,1865,3,0,929
0,7,69,0,1,0,0,0,152,0,0,23
0,17,246,0,0,3,0,0,209,0,0,146
0,482,13236,0,12,14,0,35,2845,0,0,6143
0,33,1793,0,2,5,0,0,1186,0,0,571
0,411,13202,7,128,44,1,54,1958,10,0,1941
0,158,9593,0,21,14,0,16,9337,0,0,4285
0,82,2914,0,2,5,0,6,1462,0,0,3023
0,33,370,0,0,0,0,17,397,0,0,85
0,134,1364,0,7,1,1,22,2298,0,0,141
0,202,3516,0,2,5,3,10,3584,0,0,1419
0,32,488,0,1,0,3,2,1002,0,0,68
3,13,498,0,0,2,2,1,178,0,0,366
0,23,1783,0,0,0,0,2,695,0,0,1467
1,10,765,0,1,0,2,14,1202,0,0,141
13,28,878,0,0,27,10,2,324,0,0,882
1,5,272,0,1,0,0,1,81,0,0,258
1,8,1099,0,0,2,3,5,665,0,0,566
3,11,842,0,0,1,2,3,261,0,0,450
0,20,187,0,0,0,1,1,103,0,0,101
2,9,609,0,1,0,1,1,164,1,0,279
1,4,143,0,0,0,1,2,87,0,0,45
0,0,616,0,0,4,0,4,340,0,0,186
1,3,370,0,0,0,3,0,264,0,0,92
3,44,6842,0,1,6,5,1,1578,0,0,2694
1,9,114,0,0,0,0,2,54,0,0,78
2,8,280,0,0,0,1,0,120,1,0,301
0,8,224,0,0,1,0,3,98,0,0,65
2,32,266,0,0,0,0,0,91,0,0,145
0,16,288,0,0,0,0,2,140,0,0,252
0,213,1127,0,0,0,1,1,237,0,0,383
0,5,926,0,1,1,1,2,232,1,0,793
1,76,527,0,1,0,1,2,154,0,0,719
0,15,205,0,1,0,0,5,86,0,0,33
2,13,767,0,3,0,5,1,371,0,0,326
6,13,302,0,0,0,3,1,157,0,0,154
1,8,481,0,1,1,2,2,793,1,0,673
0,5,520,0,1,0,1,2,225,0,0,545
2,16,1572,0,1,0,0,5,508,0,0,685
0,5,518,0,0,1,0,4,215,0,0,78
1,6,634,0,1,0,1,4,328,0,0,218
1,20,233,0,0,0,0,0,55,0,0,79
0,2,167,0,0,1,1,1,109,2,0,148
1,45,909,0,0,0,1,2,299,0,0,374
4,61,1798,0,0,2,4,14,565,0,0,696
0,22,406,0,0,1,0,0,141,0,0,235
1,12,590,0,0,0,2,3,216,0,0,330
3,11,585,0,0,0,1,4,259,0,0,531
0,11,451,0,0,2,0,1,204,0,0,140
2,62,4111,1,1,43,2,48,1202,10,0,3974
0,11,620,0,0,2,1,1,224,0,0,608
3,160,3264,0,6,4,2,11,1145,0,0,1625
13,67,16749,0,55,26,9,21,4637,17,0,24885
2,12,408,0,1,1,1,0,212,0,0,157
0,32,242,0,0,0,0,0,63,0,0,113
0,8,501,0,0,4,1,0,329,0,0,665
1,3,233,0,0,0,0,0,94,0,0,109
0,5,292,0,0,0,1,0,212,0,0,87
2,9,643,0,1,2,2,1,568,0,0,165
7,57,1957,0,0,5,7,21,485,0,0,686
1,5,184,0,0,0,0,2,110,0,0,79
3931,2405,492697,46,1935,680,4834,1484,97170,1153,6,181977
4,10,637,0,1,0,0,1,177,0,0,411
3,85,5066,0,20,15,24,59,2197,8,0,4416
2,27,1227,0,0,5,3,14,926,0,0,272
0,4,340,0,0,0,0,5,106,0,0,433
0,34,483,0,0,0,3,6,204,0,0,200
1,69,3513,0,1,5,4,26,3149,0,0,786
2,10,729,0,0,1,1,9,399,0,0,715
4,61,1694,0,1,4,6,34,841,0,0,701
18,214,17612,0,80,26,46,153,5151,2,0,14106
1,1,62,0,0,0,0,0,25,0,0,25
1,2,450,0,0,0,1,5,170,0,0,86
4,9,546,0,3,0,0,1,263,0,0,516
2,8,460,0,0,1,0,2,282,0,0,504
0,0,112,0,0,1,0,0,47,0,0,48
1,3,346,0,0,1,0,1,149,0,0,127
1,6,359,0,0,0,0,0,204,0,0,150
2,12,950,0,0,0,1,2,391,0,0,989
1,4,482,0,0,0,1,1,196,0,0,358
2,22,460,0,0,1,4,3,223,0,0,233
0,14,423,0,0,0,0,2,229,2,0,144
0,5,114,0,0,1,0,0,84,0,0,133
0,1,252,0,1,5,0,0,97,0,0,219
0,5,180,0,0,0,0,3,70,0,0,32
1,7,381,0,0,0,0,1,153,1,0,218
0,12,385,0,0,0,1,0,201,0,0,168
5,15,1143,0,2,5,7,5,554,0,0,1300
2,6,215,0,0,0,0,0,104,0,0,288
0,10,368,0,0,3,0,0,105,0,0,216
4,123,4503,1,0,5,12,41,2386,4,0,729
0,19,778,0,0,1,0,3,328,0,0,237
1,43,179,0,0,0,0,0,48,0,0,190
2,17,721,0,0,6,1,8,276,0,0,459
0,6,632,0,0,3,1,3,216,0,0,310
0,11,544,0,0,2,2,2,275,0,0,304
0,120,1166,0,0,0,0,2,380,0,0,1039
0,3,165,0,0,1,0,0,67,0,0,147
1,10,360,0,0,2,4,0,216,0,0,338
0,8,159,0,0,3,0,1,54,0,0,79
8,120,5610,0,5,3,29,25,2214,0,0,2902
0,3,516,0,0,0,1,3,211,0,0,815
0,71,1104,0,0,2,1,3,380,0,0,439
3,48,364,0,0,2,2,6,76,0,0,285
2,26,2991,0,4,6,2,7,773,0,0,2101
1,6,315,0,0,1,3,0,158,0,0,34
1,8,913,0,0,3,1,5,287,0,0,972
15,339,8217,0,17,10,32,87,3312,26,0,5065
2,8,253,0,0,0,0,0,167,0,0,70
1,38,724,0,0,1,1,15,479,0,0,139
0,27,182,0,0,0,0,0,51,0,0,308
1,8,750,0,1,2,1,5,395,0,0,772
9,127,11556,0,2,10,13,64,4036,14,0,11917
23,716,14678,0,31,15,28,83,3160,3,0,13318
1,7,280,0,0,0,0,1,89,0,0,177
0,57,747,0,1,0,5,7,318,0,0,260
0,5,566,0,0,2,1,1,187,1,0,1322
0,2,327,0,0,0,0,0,96,0,0,198
0,22,1444,0,0,1,6,8,1797,3,0,475
0,1,1064,0,0,1,1,0,1399,0,0,29
0,1,1020,1,0,2,4,1,1152,0,0,94
0,7,894,0,0,1,1,0,1015,0,0,58
6,23,9908,1,0,29,17,44,7464,3,0,5299
1,0,1181,0,0,2,0,1,1050,0,0,504
1,20,1991,1,13,11,2,14,1297,0,0,77
0,10,2476,0,4,3,1,2,2375,0,0,870
4,9,1010,0,7,2,4,0,1520,0,0,35
17,272,49080,9,292,297,31,65,32156,9,0,24878
2,9,1354,0,0,1,5,0,1745,0,0,83
2,2,1314,0,3,4,10,0,1889,0,0,235
1,2,1543,0,0,1,0,2,1330,0,0,562
0,5,2497,0,15,6,6,0,4637,0,0,433
1,1,510,0,0,0,2,0,669,0,0,24
1,37,4771,0,6,14,2,3,5162,0,0,1190
37,396,66496,3,117,69,77,109,25973,51,1,12135
0,11,1628,0,0,0,14,0,2264,0,0,173
4,85,9325,2,17,3,6,7,8806,0,0,1981
11,106,21391,0,32,46,28,27,16961,15,0,8358
0,0,175,0,0,0,0,0,255,0,0,17
0,16,4215,0,4,10,3,1,5171,0,0,2480
0,58,3797,0,3,4,5,10,3368,3,0,1746
6,43,16457,0,9,33,17,10,13790,2,0,4380
3,13,4608,0,0,7,1,1,4318,0,0,831
0,12,1474,0,6,28,9,1,1895,2,0,48
1,0,353,0,1,6,0,0,379,0,0,12
0,1,713,2,0,1,6,0,1032,2,0,88
0,18,4566,1,1,51,2,1,5079,0,0,2421
0,3,1813,0,0,2,1,1,1669,0,0,93
2,4,3347,1,0,8,2,0,3687,0,0,374
0,10,3995,2,9,14,14,5,2949,2,0,921
1,11,1594,0,0,3,4,3,2171,0,0,148
0,67,7993,0,2,13,10,7,8374,6,0,2664
0,2,3058,0,0,3,9,1,2825,0,0,1176
0,45,9140,1,14,13,8,16,8166,0,0,2852
0,24,3290,0,3,12,8,1,2863,0,0,1370
0,24,10439,0,4,10,16,1,12391,4,0,3615
5,74,10672,2,10,35,33,17,9957,12,0,4090
0,8,2107,0,2,10,1,1,3400,0,0,694
0,0,63,0,0,0,0,0,81,0,0,5
5,46,10535,2,10,47,30,19,11499,8,0,1708
1,1,377,0,1,2,5,0,418,0,0,95
4,64,3605,1,0,10,6,9,3637,0,0,755
0,21,2230,0,0,2,2,10,2447,3,0,147
0,6,2546,0,1,3,3,1,2735,0,0,278
3,11,1502,1,0,2,1,0,1752,0,0,346
3,129,7569,0,12,10,17,28,6203,4,0,1689
5,29,6717,0,2,7,17,21,7540,0,0,976
0,5,2206,0,30,5,4,13,1667,0,0,609
1,7,4885,0,5,30,19,1,6323,3,0,1444
1,18,5736,0,0,3,0,1,5176,0,0,1805
1,11,2554,0,0,0,2,1,2163,0,0,781
5,1,3545,0,0,3,1,4,3347,0,0,2088
4,53,8426,0,6,10,8,29,7995,7,0,1567
196,563,60126,7,300,173,952,133,23198,164,0,7807
1,18,2770,0,22,27,4,1,2409,0,0,735
1,4,679,2,0,1,4,1,758,0,0,54
